Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Comentarios,Distribución,Impresiones,Interacciones,Seguimientos netos,Reacciones,Veces que se guardó,Veces que se compartió,Espectadores,Visualizaciones,Segundos en promedio reproducidos,Segundos reproducidos
1468755665289035,100064638461970,Supersubsidio,"Conoce y aprovecha los beneficios a los que tienes derecho como trabajador afiliado al Sistema del Subsidio Familiar. 🏠💵

#SubsidioFamiliar #CajasDeCompensación #Subsidios #Supersubsidio #SupervisarEsCuidar",0,06/02/2026 08:54,https://www.facebook.com/SuperSubsidio/posts/pfbid0MKRkXXoyvSWEGFtxTpwKEDp55gZGGAVJGd7TTcvH8xUYA2AJtj9pBePu4ycCtiARl,Foto,,Total,2,--,2450,39,0,27,1,11,2345,3449,,
1470041015160500,100064638461970,Supersubsidio,"🔍 ¡Supervisión al servicio de las familias colombianas en Barranquilla!

Nuestra visita de inspección y vigilancia a Cajacopi verificó el estado de operaciones de esta Caja de Compensación: más de 64.000 trabajadores afiliados, $112.657 millones en aportes parafiscales y miles de familias beneficiadas a través de subsidios, educación y recreación.

Así cumplimos nuestra misión: supervisión al servicio de las familias colombianas. 🇨🇴

👉 Desliza y conoce los detalles.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Barranquilla",0,06/03/2026 15:56,https://www.facebook.com/SuperSubsidio/posts/pfbid0sUs5g4ujUYZzuMDTDjMzzkyuVYvrpMRwZ5XFoc3uijMCtm6urkS5aWCT2u495ztSl,Foto,,Total,1,--,745,10,-1,10,0,0,727,1156,,
1471005195064082,100064638461970,Supersubsidio,"🌈 En el Mes del Orgullo LGBTI, la Superintendencia del Subsidio Familiar reafirma su compromiso con la diversidad, la equidad y la inclusión laboral.

Porque en Bogotá —y en todo Colombia— el bienestar es para todas las personas, sin distinción.

¡Seguimos construyendo un mercado laboral donde todos tengan un lugar! 💙

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #MesDelOrgullo #InclusiónLaboral",0,06/04/2026 16:01,https://www.facebook.com/SuperSubsidio/posts/pfbid0PMp1VDwgGxU6JEQ74i19Li7TRY6TJXaz6mcJRv8kDywTM5ky4ZFkiw54n1EGXzCil,Foto,,Total,0,--,690,5,0,4,0,1,696,879,,
1471672688330666,100064638461970,Supersubsidio,"✊ Si todos nos comprometemos, los beneficios son reales: salvamos millones de litros de agua para regiones con escasez, reducimos la huella de carbono y evitamos el colapso de nuestros rellenos sanitarios.

En el Día Mundial del Medio Ambiente, desde la Superintendencia del Subsidio Familiar nos unimos al cambio. ¿Y tú, con qué te comprometes hoy? 🌱🌎

#Supersubsidio #SupervisarEsCuidar #DíaDelMedioAmbiente #SubsidioFamiliar #MedioAmbiente",107,06/05/2026 07:44,https://www.facebook.com/reel/1723037708877148/,Reel,,Total,0,-1.3x,1255,12,1,12,0,0,1108,1282,6.112,7317.087
1475863511244917,100064638461970,Supersubsidio,"🔍 Visita Ordinaria de Inspección | COMFAGUAJIRA.

Desde la Supersubsidio realizamos una visita de inspección a la Caja de Compensación Familiar de La Guajira - COMFAGUAJIRA, revisando su información financiera, operativa y social correspondiente a las vigencias 2025 y 2026.

Nuestro compromiso: vigilar que el Sistema del Subsidio Familiar cumpla su misión y llegue a quienes más lo necesitan. 💙

#Supersubsidio #SupervisarEsCuidar #Guajira #SubsidioFamiliar",0,06/09/2026 17:02,https://www.facebook.com/SuperSubsidio/posts/pfbid0e4JffFQR8XCpJhCLcrpDvY3cLAzo3ccmWzuyBstGh9dDYdLtMtgMz5oXRcRV6K2tl,Foto,,Total,0,--,1410,8,1,9,0,1,1414,2130,,
1476421787855756,100064638461970,Supersubsidio,"La Superintendencia del Subsidio Familiar te invita a participar en las jornadas de la  Estrategia de Educación Informal para la población LGBTIQ+.

Conoce tus derechos, los beneficios del Sistema del Subsidio Familiar, los canales de  atención y los mecanismos de participación ciudadana.

Desliza para conocer la agenda 👉

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,06/10/2026 06:59,https://www.facebook.com/SuperSubsidio/posts/pfbid02q1oEjMJot1YDzfXYgDFfR1gofemW9hdGobU21qxYii8TkG793jNnjm2ueXs9jjcnl,Foto,,Total,0,--,603,2,0,1,0,2,591,854,,
1476559051175363,100064638461970,Supersubsidio,"¡Cuidamos los recursos que transforman vidas! 🇨🇴✨

En desarrollo de nuestras funciones de inspección y vigilancia, auditamos más de $53.000 millones en proyectos de inversión de la Caja de Compensación Familiar del Meta (COFREM).

Nuestro objetivo es garantizar la correcta ejecución de los recursos del Subsidio Familiar, asegurando que se transformen en beneficios reales para los trabajadores y sus familias.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Meta",0,06/10/2026 09:55,https://www.facebook.com/SuperSubsidio/posts/pfbid02Y49CNgmeDYu7xP2D8WbuYkAHNCbMqDSE5TjUeDdUGGreBd6tMqctbsbyBF72sjo3l,Foto,,Total,1,--,3188,12,2,11,0,1,3050,4332,,
1477417041089564,100064638461970,Supersubsidio,"🏠 REQUISITOS PARA ACCEDER AL SUBSIDIO DE VIVIENDA FAMILIAR EN EL 2026. 💵

Si quieres acceder al subsidio de vivienda que otorgan las Cajas de Compensación familiar en este 2026, presta mucha atención a los requisitos que debes cumplir:

1. Estar afiliado a una Caja de Compensación (como trabajador dependiente o independiente) y cumplir sus requisitos específicos de aplicación.

2. Los ingresos totales del hogar no pueden superar 4 SMMLV, contando a todos los miembros del grupo familiar.

3. El subsidio aplica para compra, construcción o mejoramiento. Para compra, no puedes ser propietario de otro inmueble. Para construcción o mejoramiento, un miembro del grupo familiar debe ser propietario.

4. No haber sido beneficiario del subsidio anteriormente, salvo excepciones establecidas por ley.

5. Identifica proyectos con registro VIS o VIP vigente. El precio de VIS no puede superar 135 SMMLV (o 150 SMMLV en ciudades con más de 1 millón de habitantes). El tope para VIP es 90 SMMLV. Estos valores deben ser los proyectados a la fecha de escrituración. Al separar el inmueble, el constructor entregará una promesa de compraventa o encargo fiduciario, documento exigido por muchas Cajas.

6. Demuestra cómo cubrirás el saldo restante: con ahorro programado o pre-aprobación de crédito bancario.

7. Reúne la documentación que exija tu Caja:

✅ Formulario de postulación diligenciado y firmado.
✅ Fotocopia de documentos de identidad de todo el grupo familiar.
✅ Certificación laboral vigente (máx. 60 días) de los integrantes que trabajen.
✅ Certificación de ingresos para independientes o pensionados.
✅ Pre-aprobación o aprobación de crédito hipotecario o leasing habitacional.
✅ Certificación de ahorro y cesantías, si aplica.
✅ Certificado médico en caso de discapacidad.

Si cumples con los requisitos mencionados, acércate a tu caja de compensación familiar para solicitar información sobre el proceso de aplicación y presta mucha atención a las instrucciones para aplicar de forma correcta.

#SubsidioDeVivienda #SubsidioFamiliar #Subsidios #Supersubsidio #SubsidioVivienda",0,06/11/2026 08:22,https://www.facebook.com/SuperSubsidio/posts/pfbid0pF8cdgX9cBLqye7YzJbegHdh6U9n9LQxD21z8mcfiLPVX13vJ8urykd1o3Bbuj2yl,Foto,,Total,71,--,281984,1528,543,920,236,375,278061,414358,,
1477662391065029,100064638461970,Supersubsidio,"¡Tu voz es clave para construir una gestión transparente! 🗣️✨

Te invitamos a ser parte activa de la Audiencia Pública de Rendición de Cuentas 2026-I de Supersubsidio. Queremos conocer de primera mano cuáles son los temas que más te interesan de nuestra gestión en este periodo.

🗓️ ¿Hasta cuándo tienes plazo?

La convocatoria estará abierta hasta el 30 de junio de 2026. ¡No dejes pasar la oportunidad de participar!

📲 ¿Cómo puedes aportar?

Es muy fácil: toma una captura de pantalla y escanea el código QR de esta imagen para registrar tus propuestas y temas de interés.

¡Supervisando para avanzar, trabajando para transformar! 🇨🇴💪

#Supersubsidio #RendiciónDeCuentas #ParticipaciónCiudadana #SubsidioFamiliar #SupervisarEsCuidar",0,06/11/2026 14:15,https://www.facebook.com/SuperSubsidio/posts/pfbid0TWBZ3J7dcnoDDnzizPtUG1Y7FTwsHTGrybTFNmomr5rGp8pvayg9Xixt9zKr6K6Xl,Foto,,Total,0,--,674,4,-1,4,0,0,672,978,,
1478256064338995,100064638461970,Supersubsidio,"🔧 Aviso importante | Mantenimiento programado.

Nuestra sede electrónica estará temporalmente fuera de servicio desde el viernes 12 de junio a las 4:00 p. m. hasta el sábado 13 de junio a las 4:00 p. m., mientras realizamos mejoras técnicas para ofrecerte una plataforma más segura y eficiente.

Agradecemos tu comprensión. ✅

📌 Oficina de las Tecnologías de la Información y las Comunicaciones – Supersubsidio

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,06/12/2026 06:00,https://www.facebook.com/SuperSubsidio/posts/pfbid02yCXvM7W1fP6Zbv7twa65jvhHDP83MFY6BFS4MiKGVR7e2PChQQgpwsUzeBTeCCi2l,Foto,,Total,0,--,1149,3,1,2,0,1,1124,1531,,
1478491980982070,100064638461970,Supersubsidio,"🔍 ¡En el Meta, la supervisión llega hasta donde las familias lo necesitan!

Nuestros equipos están en terreno en Puerto López, verificando que cada peso destinado a las Cajas de Compensación Familiar se traduzca en bienestar real para la comunidad.

✅ Auditoría en ejecución al proyecto de compra de lote y adecuación del Colegio COFREM — una inversión de $6.200 millones de pesos bajo la lupa del control institucional.

Porque la transparencia no se declara: se demuestra en el territorio.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Meta",0,06/12/2026 12:21,https://www.facebook.com/SuperSubsidio/posts/pfbid025tzhtTdd9HQzDSx4da7ZVRRfWiAGLt2Y39nUyUypvj8Ar4sAXTbVBwie2cReUzKdl,Foto,,Total,0,--,746,3,0,2,0,1,717,1068,,
1478694114295190,100064638461970,Supersubsidio,"Desde Barranquilla, en el ENAFED 2026, reafirmamos que el Trabajo 4.0 no se trata de máquinas: se trata de personas. 🤝

Las Cajas de Compensación tienen un rol clave en esta transformación, y Supersubsidio acompaña ese camino con supervisión inteligente, basada en 4 pilares: aprendizaje permanente, inclusión digital con propósito, servicios basados en datos y confianza como activo estratégico. 💡

El futuro del empleo en Colombia se construye hoy. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #ENAFED2026",0,06/12/2026 18:06,https://www.facebook.com/SuperSubsidio/posts/pfbid0YQM76dwDEfgy1mUFaCqgrb8JaN1cuxWmjBxnxPfrv3NK5KEb9qn4fj5WySyCf477l,Foto,,Total,0,--,1146,4,0,4,0,0,1136,1668,,
1479217347576200,100064638461970,Supersubsidio,"🌿 Risaralda, gracias por recibirnos.

Del 6 al 9 de junio, nuestra Oficina de Protección al Usuario estuvo en el corazón del Eje Cafetero llevando educación informal a trabajadores rurales de 10 empresas del departamento.

Porque cuando la información llega a quien la necesita, se convierte en poder. 

💙 La ruta sigue.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Risaralda",68,06/13/2026 07:25,https://www.facebook.com/reel/1348367520503545/,Reel,,Total,0,-15.4x,522,5,0,5,0,0,463,505,4.327,2099.044
1479435730887695,100064638461970,Supersubsidio,"¡Llegamos a Antioquia con un mensaje de inclusión y derechos! 🏳️‍🌈✨

Del 10 al 12 de junio de 2026, nuestra Oficina de Protección al Usuario lideró en Antioquia las Jornadas de Capacitación y Atención Focalizada para la población LGBTIQ+, en un esfuerzo articulado con Comfama y Comfenalco Antioquia.

Trabajamos activamente en Medellín y Rionegro para escuchar las necesidades reales de los afiliados y la ciudadanía, reafirmando nuestro compromiso con el acceso equitativo y sin discriminación al Sistema del Subsidio Familiar. 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Inclusión #Antioquia",0,06/13/2026 12:35,https://www.facebook.com/SuperSubsidio/posts/pfbid02ELoXmRcptD7LRuTvLFEB525MbDYtafDXs8cec28KL3ZavUbMQBXvA15PCUYuttKfl,Foto,,Total,0,--,610,3,0,3,0,0,576,907,,
1479651940866074,100064638461970,Supersubsidio,"🌿 Del 10 al 12 de junio estuvimos en el Departamento del Chocó, llevando nuestra Estrategia de Educación Informal a trabajadores con discapacidad para que conozcan y ejerzan sus derechos como afiliados al Sistema del Subsidio Familiar.

Porque supervisar también es llegar a quienes más lo necesitan. 💙

👉 Desliza y conoce todo lo que hicimos en territorio.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Chocó",81,06/13/2026 18:50,https://www.facebook.com/SuperSubsidio/posts/pfbid02dofptsNTJ2NgPfrh4EqYvyaU1m8BMSMyCZBDBjND6YbR8aDtdDAwn8NvZ7Ctm62ql,Contenido,,Total,0,--,3884,4,-1,3,0,3,3456,2895,,
1480104990820769,100064638461970,Supersubsidio,"👨‍👧‍👦 A los que madrugan, a los que llegan cansados y aún así dan todo, a los que enseñan con el ejemplo: ¡Feliz Día del Padre!

Hoy les rendimos un homenaje especial a todos los papás de Colombia, esos que sostienen, cuidan y guían cada día con amor y dedicación. 💙

Desde la Superintendencia del Subsidio Familiar, ¡gracias por ser el pilar de sus familias! 🙌

#Supersubsidio #SupervisarEsCuidar #FelizDíaDelPadre #DíaDelPadre #SubsidioFamiliar",80,06/14/2026 06:10,https://www.facebook.com/reel/1478173570188752/,Reel,,Total,0,-2.6x,1128,11,0,10,0,3,1127,1184,3.476,3945.601
1482133097284625,100064638461970,Supersubsidio,"🔧 Aviso importante | Mantenimiento programado.

Nuestra sede electrónica estará temporalmente fuera de servicio desde el martes 16 de junio a las 4:00 p. m. hasta el miércoles 17 de junio a las 5:00 a. m., mientras realizamos mejoras técnicas para ofrecerte una plataforma más segura y eficiente.

Agradecemos tu comprensión. ✅

📌 Oficina de las Tecnologías de la Información y las Comunicaciones – Supersubsidio

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,06/16/2026 08:24,https://www.facebook.com/SuperSubsidio/posts/pfbid0taKF5pQnrk1BQSuAgKhBuZV8QjoN98nW6aftxn9eper5ua3XTStRZSCSpYU4zcKel,Foto,,Total,0,--,558,1,0,0,0,1,531,778,,
1482341877263747,100064638461970,Supersubsidio,"Si quieres acceder al Subsidio Familiar que otorgan las Cajas de Compensación Familiar en este 2026, presta mucha atención a todo lo que debes saber. 💵👨‍👩‍👧‍👦 

#SubsidioFamiliar #Subsidios #Supersubsidio #SupervisarEsCuidar",0,06/16/2026 13:39,https://www.facebook.com/SuperSubsidio/posts/pfbid02Dg9EFgScEtQVVPKf4ABPLfNWzV34nnade9zQdieCmdV8hPaQ6bcg6S3UuqKhTz8Wl,Foto,,Total,9,--,48252,376,77,218,47,120,48437,75700,,
1483264507171484,100064638461970,Supersubsidio,"📍 ¡Trabajamos por el bienestar de las familias en el Putumayo!

En la Supersubsidio continuamos con nuestra tarea en territorio. Realizamos una visita especial de inspección y vigilancia a Comfamiliar Putumayo con el fin de auditar de cerca los proyectos de inversión en servicios administrativos, recreativos y educativos.

Vigilamos que cada recurso se traduzca en más y mejores oportunidades para todos los afiliados y sus familias.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Putumayo",0,06/17/2026 12:26,https://www.facebook.com/SuperSubsidio/posts/pfbid0oxrpbV4jHDygL91VgBie6BufBb3x9SqcAWWJojttuPx96cKDKLbgeqSXsidLmt7Ul,Foto,,Total,0,--,784,9,0,9,0,0,749,1210,,
1484167673747834,100064638461970,Supersubsidio,"🔍 Estamos en Nariño realizado labores de inspección, vigilancia y control en Comfamiliar Nariño, verificando que los recursos del Sistema del Subsidio Familiar lleguen con eficiencia y transparencia a los trabajadores y sus familias.

👉 Desliza y conoce los detalles de nuestra visita.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Nariño",0,06/18/2026 12:30,https://www.facebook.com/SuperSubsidio/posts/pfbid0kLJWYjwFPG2cChGxEihqCmT5QzJvHZnHzWSmCMizqjQoqC4qPCtEqQE59FgSJJBEl,Foto,,Total,2,--,2233,7,-1,7,0,0,2264,3184,,
1485078446990090,100064638461970,Supersubsidio,"Muchos confunden el Subsidio al Cesante con Subsidio al Desempleo. Aquí te explicamos la diferencia para que tengas claro este concepto. 📝

#SubsidioFamiliar #Supersubsidio #SupervisarEsCuidar #Subsidios",0,06/19/2026 13:16,https://www.facebook.com/SuperSubsidio/posts/pfbid0Q7w296rdLRnsxaKBGojMgKrbFDp7LM6abE2oDLJwU3XDbTsRHXenWhu3dDWTpKypl,Foto,,Total,0,--,10513,28,1,15,1,13,10448,14924,,
1487943123370289,100064638461970,Supersubsidio,"📋 Visita ordinaria a Comfenalco Antioquia.

La Supersubsidio realiza una visita ordinaria a Comfenalco Antioquia para verificar el cumplimiento normativo, los controles internos y la correcta administración de los recursos del Sistema del Subsidio Familiar.

Así seguimos garantizando transparencia en beneficio de los trabajadores y sus familias. 👨‍👩‍👧‍👦

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Antioquia",0,06/22/2026 15:04,https://www.facebook.com/SuperSubsidio/posts/pfbid05mF1k4JgpfwagkrsBFJwa3fxFnUXbGz6SSDHkEZB3d8LThUHnN2NaJWv4AXoVx22l,Foto,,Total,0,--,1904,5,0,5,0,0,1860,2623,,
1489783139852954,100064638461970,Supersubsidio,"📍 Santa Marta | Supersubsidio audita en terreno los proyectos de inversión en servicios recreativos y administrativos de CAJAMAG.

💰 Monto auditado: $36.726 millones aproximadamente.

Verificamos que cada peso del sistema de subsidio familiar se administre con transparencia y eficiencia, en beneficio de los afiliados y sus familias. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #SantaMarta",0,06/24/2026 12:58,https://www.facebook.com/SuperSubsidio/posts/pfbid0JnDGWLRnUpVR1FBxZMW8YdnxoMt3XCje9bczeG5wN7TzVKSWfTdSiJCHnHwnLTwVl,Foto,,Total,2,--,956,5,0,3,0,0,920,1476,,
1490546669776601,100064638461970,Supersubsidio,"🏠 Si quieres acceder al subsidio familiar para construcción o mejoramiento de vivienda que otorgan las cajas de compensación, presta mucha atención a todo lo que necesitas saber.

📝 Para más información sobre el proceso de aplicación a este subsidio, consulta con tu caja de compensación familiar.

#SubsidioDeVivienda #SubsidioFamiliar #Supersubsidio #Subsidios",0,06/25/2026 08:15,https://www.facebook.com/SuperSubsidio/posts/pfbid0NWEHhDHzo5NtBi4zWGukHA1dNXp4m4UPHbajnq63pgspVAegxEchoGEQjuDyMT19l,Foto,,Total,17,--,63329,636,114,335,119,199,62955,96025,,
1491746899656578,100064638461970,Supersubsidio,"¡La innovación sigue transformando las regiones! 🚀✨

En Barranquilla,la Supersubsidio junto a cinco Cajas de Compensación Familiar y Fedecajas nos unimos en la II Asistencia Técnica Regional del Laboratorio SuperNova: dos días de Bootcamp, una Hackatón con grandes ideas y el nacimiento de una nueva Red de Innovación para seguir construyendo soluciones con impacto real para las familias colombianas. 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #InnovaciónSocial",0,06/26/2026 15:53,https://www.facebook.com/SuperSubsidio/posts/pfbid0VzTwgs8ftvAVeQkSaykqAoD1nGCpeBCz9jQEYenccGurDecex3R2JKCMXJQ2tF4l,Foto,,Total,0,--,1323,6,1,9,0,0,1297,1912,,
1492294766268458,100064638461970,Supersubsidio,"¡Ya somos más de 50.000 en esta comunidad! 🎉🇨🇴

​Queremos darles las gracias a cada uno de ustedes por seguirnos, interactuar con nuestro contenido y ser parte de la familia Supersubsidio. Llegar a este hito nos llena de alegría, pero sobre todo, reafirma nuestra misión.

​Hoy más que nunca, mantenemos nuestro compromiso firme de entregarles información interesante, clara y útil. Queremos que todas las familias trabajadoras de Colombia conozcan y hagan valer sus derechos como afiliados al Sistema del Subsidio Familiar. Nuestro motor es el bienestar de ustedes y el de sus seres queridos. 💙✨

​¡Gracias por la confianza y por ayudarnos a crecer día a día! 🚀

​#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,06/27/2026 06:05,https://www.facebook.com/SuperSubsidio/posts/pfbid0PpnZ3HN1ajkzT2mcdgUezYCgEjKwdcfszE3JM2MT7WBYZXjzBF8kKK8muBKLW75Yl,Foto,,Total,1,--,8677,38,2,37,0,2,8607,11181,,
1493475556150379,100064638461970,Supersubsidio,"🌈 Todas las familias merecen igualdad de oportunidades, respeto y protección. En la Superintendencia del Subsidio Familiar trabajamos cada día para que así sea.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #DíaDelOrgullo #InclusiónLaboral",0,06/28/2026 11:42,https://www.facebook.com/SuperSubsidio/posts/pfbid02a3FRrJG6iWvDFckpo3gpe69tB3H8XjCi6gF15VNVv6wisSgy8oujxvxCbTzH7pqbl,Foto,,Total,0,--,970,0,0,0,0,0,945,1351,,
1493507229480545,100064638461970,Supersubsidio,"¡Gracias, Superintendente Sandra Viviana Cadena Martínez! 💙✨

Hoy cerramos un capítulo imborrable en la historia de la Superintendencia del Subsidio Familiar. Hace 18 meses, el 30 de diciembre de 2024, la Dra. Sandra Viviana Cadena Martínez asumió el liderazgo de esta entidad con una visión, compromiso, entrega y corazón.

Bajo su dirección, la Supersubsidio rompió las barreras de la distancia y se tomó los territorios. Llegamos a las regiones más remotas de Colombia, llevando información, herramientas y soluciones directamente a las comunidades. Dejamos un legado de equidad al liderar pactos nacionales y acuerdos históricos. Además, bajo su guía se fortaleció la Oficina de Protección al Usuario, transformándola en un espacio de puertas abiertas que devolvió el poder y el conocimiento a los ciudadanos.

Gracias, Dra. Sandra Viviana, por demostrarnos que la gestión pública se hace con el corazón, por su rigor técnico, su sensibilidad social y por dejar una institución más fuerte, moderna y conectada con la gente. Su huella queda grabada en cada rincón del país que visitamos y en cada hogar colombiano impactado por su labor.

¡Los mejores deseos en sus nuevos proyectos y caminos! Su legado seguirá siendo nuestro faro para continuar construyendo un país más justo. 🇨🇴✨

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",193,06/28/2026 12:37,https://www.facebook.com/reel/1355919643146278/,Reel,,Total,7,+6.8x,6776,117,7,120,5,7,6228,7367,16.353,106592.661
1496173119213956,100064638461970,Supersubsidio,"📝 Damos la bienvenida al Dr. Antonio Eresmid Sanguino Páez, quien asume como Superintendente del Subsidio Familiar (E).

Le deseamos muchos éxitos en esta nueva responsabilidad y reiteramos nuestro compromiso de seguir trabajando, de manera articulada, por el fortalecimiento del Sistema de Subsidio Familiar y el bienestar de las familias colombianas. 🇨🇴

#Supersubsidio #SubsidioFamiliar",0,07/01/2026 07:17,https://www.facebook.com/SuperSubsidio/posts/pfbid02E8gSGvqqqPGKJY8r2xW7GVXVW1uPGijRpUeoWZbpFkUvqDgbfnJRx9d2VvJN6KzQl,Foto,,Total,9,--,22616,119,12,101,2,14,22707,31199,,
1497092185788716,100064638461970,Supersubsidio,"🏳️‍🌈 Unidos por la Diversidad 🏳️‍🌈

Nos unimos a este encuentro cultural que promueve la inclusión, la protección social y el trabajo digno para la comunidad LGBTIQ+, en articulación con la Corporación Caribe Afirmativo.

Porque nuestras diferencias nos enriquecen y nuestros derechos nos unen. 🌈

📅 Julio 7 | 2:00 pm - 5:00 pm

📍 Auditorio Fernando Abello Londoño, Comfamiliar Atlántico

¡Te esperamos en este conversatorio cultural! 💜

#Supersubsidio #SubsidioFamiliar",0,07/02/2026 07:14,https://www.facebook.com/SuperSubsidio/posts/pfbid02GnmyQtmqmAWcnN1dbQEksJsCLpqrnymVq9ugrtT5Mv9SNHc648KzeUFTWEjrYTxvl,Foto,,Total,0,--,998,4,-1,3,0,1,939,1415,,
1502029621961639,100064638461970,Supersubsidio,"🇨🇴 Somos un gobierno de puertas abiertas. No hay nada que ocultar.

Como lo ordena la ley y lo decidió el pueblo, el proceso de entrega del Gobierno continúa de cara al país: público, transparente y ante la ciudadanía.

Este mandato termina el 6 de agosto a las 12:00 de la noche. Hasta el último minuto seguiremos cumpliéndole a Colombia.

#EmpalmeAnteElPueblo",376,07/07/2026 08:53,https://www.facebook.com/reel/27561309850220219/,Reel,,Total,1,-0.9x,640,7,1,4,0,2,560,695,9.637,6091.12
1502944451870156,100064638461970,Supersubsidio,"🛡️ ¡Supervisión con propósito en el Tolima!

Estamos en Comfatolima verificando que los recursos de los trabajadores tolimenses se administren con transparencia y eficiencia. 🔍

Porque supervisar es proteger lo que es de todos: la niñez, la vivienda, el empleo y el bienestar de las familias colombianas. 🇨🇴

✅ Transparencia que genera confianza.
✅ Vigilancia que protege.
✅ Compromiso que transforma.

#Supersubsidio #SubsidioFamiliar #Tolima",0,07/08/2026 08:26,https://www.facebook.com/SuperSubsidio/posts/pfbid02FNRzn5hmmgdaAod6vV8gXx3Y56xLdXJ5pr6W1jNDC1R5EpGG5J1fZPHE38KNur5ul,Foto,,Total,1,--,2929,20,1,21,1,9,2931,4399,,
1502973075200627,100064638461970,Supersubsidio,"📢 La Superintendencia del Subsidio Familiar ordenó la intervención administrativa total de Comfamiliar Atlántico (Resolución No. 0527 del 6 de julio de 2026), por un término de 12 meses.

La medida busca proteger los recursos parafiscales del Sistema, fortalecer la gobernanza de la Caja y garantizar la continuidad de los servicios a los trabajadores afiliados y sus familias, tras evidenciarse riesgos en gobierno corporativo, contratación y administración financiera.

La actuación se adelanta con pleno respeto al debido proceso y las garantías constitucionales de la Corporación y sus administradores.

#Supersubsidio #SubsidioFamiliar",0,07/08/2026 09:01,https://www.facebook.com/SuperSubsidio/posts/pfbid021LNzndYoYUzv2MBh5kNdwfjNjFeeULpHYbguB8MJQ4qs9kskm2qDwuzCCWuEYVbdl,Foto,,Total,0,--,2626,9,0,5,0,4,2478,3452,,
1503169225181012,100064638461970,Supersubsidio,"📢 ¡Tu voz cuenta!

Conoce el Informe de Rendición de Cuentas 2022-2026 de la Superintendencia del Subsidio Familiar y participa en la Consulta Ciudadana.

Revisa los logros, avances y resultados de nuestra gestión y envíanos tus comentarios hasta el 29 de julio de 2026 al correo yaespinosag@ssf.gov.co 📩

🔗 Enlace 👉 https://www.ssf.gov.co/documents/d/guest/informe-rendicion-de-cuentas-ssf-2022-2026-publicacion-final

#RendiciónDeCuentas #Supersubsidio",0,07/08/2026 14:35,https://www.facebook.com/SuperSubsidio/posts/pfbid0gRajr17865kRZ3HcJarMEovwM2ZMEFwSGLycQLw1TywMBYtBiKGuUva9CyRnR93al,Foto,,Total,0,--,1444,5,0,4,0,2,1388,1871,,
1504598511704750,100064638461970,Supersubsidio,"¡La diversidad nos une y los derechos nos fortalecen! 🏳️‍🌈✨ 

Nuestra Oficina de Protección al Usuario (OPU) estuvo en Barranquilla con el encuentro ""Unidos por la Diversidad"", una estrategia junto a Caribe Afirmativo y las cajas de compensación del Atlántico donde logramos: 

🔹 Impactar a más de 100 personas de la población LGBTIQ+ sobre sus derechos en el subsidio familiar.

🔹 Capacitar al personal de atención de Cajacopi, Comfamiliar y Combarranquilla en enfoque de género y diversidad.

El conocimiento es el puente hacia la verdadera inclusión. ¡Desliza y conoce los detalles! ➡️

#Supersubsidio #SubsidioFamiliar #Inclusión",0,07/10/2026 06:59,https://www.facebook.com/SuperSubsidio/posts/pfbid085TkeNWodQ45PiHSy3MrBs6JjKLQbvhh1xg1R6gTa9D6ozeVAfRo76FxF9ZxG9u8l,Foto,,Total,0,--,1024,7,-1,5,1,1,977,1479,,
1505445191620082,100064638461970,Supersubsidio,"🇨🇴 Del 6 al 9 de julio de 2026, nuestra Oficina de Protección al Usuario (OPU) llegó hasta Córdoba para recorrer 10 empresas del departamento.

Fueron cuatro días inolvidables donde conversamos con los trabajadores afiliados y derribamos mitos a través de nuestra estrategia de educación informal.

Nos llevamos el corazón lleno de historias de esfuerzo, aprendizajes y valiosas conversaciones.

¡Gracias por recibirnos con tanto cariño, Córdoba! 💙

#Supersubsidio #SubsidioFamiliar #Córdoba",84,07/11/2026 07:20,https://www.facebook.com/reel/4360837590794991/,Reel,,Total,0,-3.8x,569,9,0,6,0,3,508,576,3.857,2121.739
